G2B분류번호,G2B품명,G2B영문품명,품명해설,생성일시,G2B코드사용여부
80101699,프로젝트관리및계획용역,Project administration or planning,"신규 프로젝트의 검토 및 자문 관련 용역으로, 프로젝트의 계획 및 타당성검토, 입지조건, 재무평가 등의 용역이 이에 속함.",2012-12-19 01:35,Y
801017,기업관리,Industrial management,인간이 생계를 유지하기 위하여 일상적으로 종사하는 생산적 활동을 관리하는 업.,2012-12-19 01:35,Y
80101706,전문구매서비스,Professional procurement services,수요자의 요구에 따라 전문적으로 구매업무를 대행하는 서비스와 관련된 용역.,2012-12-19 01:35,Y
80101799,산업관리용역,Industrial management services,"산업의 생산성과 효율성을 증대시키기 위한 연구와 자문 관련 용역으로, 공장의 관리 및 업체 상호협력, 제품의 표준화 등이 이에 속함.",2012-12-19 01:35,Y
8011,인력공급서비스,Human resources services,"고용의 지역적, 직업적 특수성을 고려하여, 국민경제의 노동력을 효율적으로 활용하기 위한 정책적 필요성과 관련한 용역으로, 여기에는 인적자원 개발, 임시직용역, 인력 채용, 정보기술 계약자 등의 용역이 이에 속함.",2012-12-19 01:35,Y
801115,인적자원개발,Human resource development,조직의 목표달성에 필요한 업무를 잘 해낼 수 있는 사람들을 찾아 조직에 참여시키고 그들이 조직과 직무에 잘 적응하여 능력을 발휘하도록 창의와 자조심을 길러 주는 일.,2012-12-19 01:35,Y
80111599,인적자원계발용역,Human resource development services,"조직내 인적자원을 계발하여 생산성을 높이기 위한 용역으로, 직원의 적재적소 배치 및 훈련, 노조 관계, 성과급 제도 등과 관련된 용역.",2012-12-19 01:35,Y
801116,임시직원공급서비스,Temporary personnel services,"일시적인 업무량의 증가 혹은 장기적인 프로젝트지만 시한성이 있는 업무, 계절적, 산전 산후시의 업무 또는 전문적이지만 직접 고용의 어려움이 있는 경우에일정기간 동안 그 업무를 처리할 수 있도록 임시적으로 채용하여 고용한 자원과 관련한 용역.",2012-12-19 01:35,Y
80111699,임시직원용역,Temporary staffing services,"부족한 인력을 채우기 위해 임시로 고용하는 인력관련 용역으로, 단순노무 및 사무직원으로부터 전문가까지 임시로 고용된 모든 인력이 이에 속함.",2012-12-19 01:35,Y
801117,인력채용,Personnel recruitment,자기관리하에 있는 근로자를 계약에 의하여 타인 또는 타 사업체에 일정기간 동안 공급하는 업.,2012-12-19 01:35,Y
80111701,직원충원서비스,Staff recruiting services,"필요한 인력의 채용을 위한 용역으로, 사무, 기술, 의료, 법률 등의 소요인력 채용에 필요한 이력서 및 경력 검토 등의 용역.",2012-12-19 01:35,Y
8012,법률서비스,Legal services,"억울한 피해를 당하고도 법을 모르거나 소송비용이 없어 적정한 법절차에 따른 권리구제 절차를 밟지 못하는 서민들에게 무료로 법률 상담을 해주고, 분쟁이 발생한 경우 적법한 절차에 의해 권리가 보호될 수 있도록 해주는 업.",2012-12-19 01:35,Y
801215,형법서비스,Criminal law services,범죄 및 이를 범한 때에 가해지는 형벌을 규정한 법률을 취급하는 업.,2012-12-19 01:35,Y
80121599,형법관련용역,Criminal law and lawyer services,"형법과 관련된 용역으로, 청소년 범죄, 항소, 변론 등과 관련된 용역.",2012-12-19 01:35,Y
801216,상법업,Business law services,경제생활관계 중 기업을 중심으로 전개되는 생활관계를 규율하는 업.,2012-12-19 01:35,Y
80121699,상법관련용역,Business law and lawyer services,"상법과 관련된 용역으로, 부동산법, 세법, 파산, 저작권, 기업합병 등과 관련된 용역.",2012-12-19 01:35,Y
801217,민법업,Civil liability services,사람이 사회생활을 영위함에 있어서 지켜야 할 일반사법을 취급하는 업.,2012-12-19 01:35,Y
80121799,민법관련용역,Civil liability and lawyer services,"민법과 관련된 용역으로, 재산, 고용, 노동, 대인 상해 등의 경제생활 일반을 규율하는 민법과 관련된 용역.",2012-12-19 01:35,Y
801218,가족법업,Family law services,"종족 유지를 위한 친족적 공동생활 형태, 신분의 승계, 신분에 기인하는 재산의 승계를 규율하는 실체법의 전 체계를 취급하는 업.",2012-12-19 01:35,Y
80121899,가족법관련용역,Family law and lawyer services,"가족법과 관련된 용역으로, 결혼, 이혼, 이민, 귀화 등과 관련된 용역.",2012-12-19 01:35,Y
8013,부동산업,Real estate services,"토지, 주택 등 부동산을 팔고 사는 거래나 임대 등을 중개하는 업.",2012-12-19 01:35,Y
801315,부동산리스및임대,Lease and rental of property or building,자기 소유 또는 임차한 각종 부동산을 임대하는 업과 관련된 용역.,2012-12-19 01:35,Y
80131501,주택임대관련용역,Residential rental,돈을 받고 주거용 건물 및 건물 일부를 임대해 주는 주택임대와 관련된 용역.,2012-12-19 01:35,Y
80131599,시설대여및리스,Industrial manufacturing and processing machinery rental,"개인이나 기업이 필요로 하는 시설 등을 장기 또는 단기간에 걸쳐 대여하는 설비금융이며, 합리적이고 경제적인 방법으로 기계설비를 조달하는 방식 중의 하나임.",2012-12-19 01:35,Y
801316,재산및건물분양,Sale of property and building,"인간의 사회적, 경제적인 욕망을 채우는 유형, 무형의 수단인 재산 및 토지나 건물을 구분하여 파는 업.",2012-12-19 01:35,Y
80131699,부동산매매관련서비스,Sale of real estate services,"토지, 건물 등 부동산을 목적물로 하는 매매와 관련된 용역으로, 중계, 평가, 경매, 임대 등의 용역이 이에 속함.",2012-12-19 01:35,Y
8014,마케팅및유통,Marketing and distribution,"상품과 용역을 생산자로부터 소비자에게 원활히 이전하기 위한 활동 및 생산자에 의해 생산된 재화가 판매되어 소비자, 수요자에 의하여 구매되기까지의 계속적인여러 단계에서 수행되는 여러 활동과 관련한 업.",2012-12-19 01:35,Y
801415,시장조사,Market research,상품 및 마케팅에 관련되는 문제에 관한 자료를 통계적으로 수집·기록·분석하여 과학적으로 해명하는 일.,2012-12-19 01:35,Y
80141501,시장분석관련용역,Marketing analysis,"시장조사와 자료의 분석을 통해 특정 상품의 성질, 판로, 소비자 수준, 판매될 수량 따위를 파악하기 위하여 판매 상황과 앞으로의 시장을 전망·예측하는 일과 관련된 용역.",2012-12-19 01:35,Y
801416,판매및판촉활동,Sales and business promotion activities,상품을 일정한 값을 받고 파는 일 및 상품에 대한 수요를 불러 일으켜 판매가 늘어나도록 유도하는 일.,2012-12-19 01:35,Y
80141601,판촉활동관련용역,Sales promotion services,"홍보나 텔레마케팅, 광고 등을 통한 판매촉진 관련 용역으로, 판촉이벤트, 고객관리센터 운영 등이 이에 속함.",2012-12-19 01:35,Y
80141602,홍보관련용역,Public relation services,어떤 내용을 일반에게 널리 알리기 위한 홍보 활동과 관련된 용역.,2012-12-19 01:35,Y
80141607,행사관리용역,Events management,각종 행사의 관리와 관련된 용역.,2012-12-19 01:35,Y
80141622,우편발송용역,Letter shop services,"편지, 엽서, 안내장, 카탈로그 인쇄물이나 물품 등을 우편수단을 이용하여 특정 대상에게 발송하는 업무와 관련된 용역",2012-12-19 01:35,Y
801417,유통업,Distribution,제조업체로 부터 제품을 공급받아 그것을 운송이나 재고관리을 통하고 궁극적으로 소비자에게 공급하는 업.,2012-12-19 01:35,Y
80141799,유통관련용역,Distribution services,"재화의 판매에 속하는 도소매 유통 관련 용역으로, 직접판매, 경매, 독점판매 등의 용역이 이에 속함.",2012-12-19 01:35,Y
801418,우편업,Mailing services,"우편함 또는 우체국으로부터 우편물을 수집 및 분배·배달하는 업으로서, 우표판매 활동과 우편물 구분, 사서함 임대, 우편물 유치활동이 이에 속함.",2012-12-19 01:35,Y
80141899,통신판매서비스,Mail order sale services,"상품을 인터넷, 신문, 잡지, 라디오, 텔레비전 등에 의해 광고하여 판매하는 것과 관련된 용역으로, 고객 리스트 관리도 이에 속함.",2012-12-19 01:35,Y
801419,무역전시회,Trade shows and exhibits,"무역거래 및 정보비용을 최소화하고, 신상품소개 및 최신정보 습득을 위해 참고가 되도록 물품을 전시하는 일과 관련된 행사.",2012-12-19 01:35,Y
80141901,자동차쇼또는기타전시회,Auto shows or other exhibits,자동차 또는 기타 물품의 전시와 관련된 용역.,2012-12-19 01:35,Y
8015,무역정책및업,Trade policy and services,"국가가 국민경제의 발전을 위하여 상품의 수출·입을 규제하는 방책으로 상품의 매매활동 중에서 국경을 넘어서 하는 거래, 즉 수출·입을 담당하는 산업의 한분야.",2012-12-19 01:35,Y
801515,무역촉진,Trade facilitation,상품의 교환과 같이 보이는 무역뿐만 아니라 기술 및 용역과 같이 보이지 않는 무역 및 자본의 이동까지도 포함하여 국가간의 서로 다른 체제의 조화를 통해무역을 촉진시키는 일.,2012-12-19 01:35,Y
80151504,무역촉진용역,Trade promotion services,"무역을 촉진하기 위한 용역으로, 거래처 확장, 무역 및 상품정보, 다국적마케팅, 수출입 계획 등의 용역이 이에 속함.",2012-12-19 01:35,Y
8016,기업행정서비스,Business administration services,경영상에서의 각종 업무수행이 경영목적을 위하여 가장 효과적으로 행해질 수 있도록 여러 가지 시책을 체계적으로 연구하고 경영조직체를 만들어 이를 운영하는업.,2012-12-19 01:35,Y
801615,경영지원서비스,Management support services,다른 사업체의 일상적 업무를 지원하는 업.,2012-12-19 01:35,Y
80161599,업무지원용역,Management support relevant services,"사무, 비서 등과 같이 회사의 업무를 지원하는 용역으로, 키보드입력, 회의계획, 시청각자료 준비 등의 용역이 이에 속함.",2012-12-19 01:35,Y
801616,사업시설물감시,Business facilities oversight,사업체의 사업시설물을 관리하고 감시하는 업.,2012-12-19 01:35,Y
80161699,시설물유지관리,Facilities managment services,"시설물의 완공 이후 그 기능을 보전하고 이용자의 편의와 안전을 높이기 위하여 시설물에 대하여 일상적으로 점검·정비하고 개량·보수·보강하는 공사. 다만,다음 각호에 해당하는 공사를 제외함. 1. 건축물의 경우 증축·개축·재축 및 대수선공사. 2. 건축물을 제외한 그밖의 시설물의 경우 증설·확장공사 및 주요 구조부를 해체한 후 보수·보강 및 변경하는 공사. 3. 전문건설업종 중 1개 업종의 업무내용만으로 행하여지는 건축물의 개량·보수·보강공사",2012-12-19 01:35,Y
81,공학연구및기술기반서비스,Engineering and Research and Technology Based Services,"지도제작, 기상예보 및 지구과학과 관련된 용역 뿐만 아니라 전문엔지니어링, 정보와 컴퓨터기술, 경제분석 그리고 제조생산계획 및 관리와 관련된 용역이 이에속함.",2012-12-19 01:35,Y
8110,엔지니어링서비스,Professional engineering services,"기계, 기기, 건물 및 구축물, 공정, 시스템 및 재료 등의 설계, 개발 및 이용에 관련하여 공학적 전문 기술을 제공하는 용역으로, 조언제공, 타당성평가, 예비 또는 최종 계획 및 설계, 건설 및 설치에 관련된 기술서비스를 제공하고 엔지니어링사업의 검사 및 평가 등을 수행하는 업.",2012-12-19 01:35,Y
811015,토목공학,Civil engineering,"도로, 철도, 교량, 터널, 항만, 댐, 상하수도 시스템, 옥외 운동장 및 산업시스템 등의 토목건설에 관련된 엔지니어링 서비스를 제공하는 업.",2012-12-19 01:35,Y
81101506,조선엔지니어링,Naval architecture engineering,"조선 및 선박부문 기술의 지식을 응용하여 관련사업 및 시설물에 관한 연구, 기획, 타당성 조사, 설계, 분석, 구매, 조달, 시험, 감리, 시운전, 평가, 자문지도 등의 활동과 그 활동에 대한 전반적인 사업관리를 수행하는 용역.",2012-12-19 01:35,Y
81101512,지리정보시스템서비스,Geographic information system gis services,컴퓨터를 이용하여 지형·토지이용·도시계획 등 공간을 대상으로 하는 정보를 수집·관리하고 그러한 정보들을 사용 목적에 따라 다양하게 분석해 필요한 결과물을생산하는 지리정보시스템(GIS)과 관련된 용역.,2012-12-19 01:35,Y
81101599,토목공학용역,Civil engineering services,"철도, 도로, 교량, 운하, 항만, 하천 등의 토목 공사에 필요한 여러 가지 이론과 경험을 바탕으로 기술을 연구하고 설계하는 용역.",2012-12-19 01:35,Y
811016,기계공학,Mechanical engineering,"기계, 기기, 건물의 배관 및 냉·난방 시스템 및 재료 등의 설계, 개발 및 이용에 관련하여 엔지니어링 원리를 이용한 기계공학적 전문 기술을 제공하는 업.",2012-12-19 01:35,Y
81101699,기계공학용역,Mechanical engineering services,기계 및 이에 관련되는 장치설비의 설계·제작·운전 등에 대하여 기초 및 응용 분야를 연구하는 용역.,2012-12-19 01:35,Y
811017,전기및전자엔지니어링,Electrical and electronic engineering,전기 및 자기에 관한 모든 현상을 탐구하는 기술업 및 진공 속이나 기체·고체 내에서의 전자의 운동을 연구하는 학문 및 그것을 이용하는 기술업.,2012-12-19 01:35,Y
81101706,실험장비유지보수,Laboratory equipment maintenance,측정기기나 실험기기 또는 검사장비를 유지·보수하는 용역.,2012-12-19 01:35,Y
81101709,일반사무용기기유지보수,General office equipment maintenance,"근무시간기록기, 복사기, 팩스, 복합기 등의 사무기기를 유지·보수하는 용역.",2012-12-19 01:35,Y
81101797,발전및배전설비유지보수,Maintenance and repair of power generation and distribution machinery and equipments,"발전기 및 송전기와 이에 부속되는 터빈, 보일러와 원자력 관련 설비를 유지·보수하는 용역.",2012-12-19 01:35,Y
81101798,사진인쇄및시청각장비유지보수,Maintenance and repair of printing and photographic and audio and visual equipment,"사진기, 필름현상기, 인화기 등의 사진장비와 시청각용 프레젠테이션 장비를 유지·보수하는 용역.",2012-12-19 01:35,Y
81101799,전기및전자공학용역,Electrical and electronic engineering services,전력 및 전자회로 설계 등 전기와 전자의 운동 현상과 그 응용 기술을 연구하는 용역.,2012-12-19 01:35,Y
811018,화공학,Chemical engineering,"화학제품의 제조공정을 능률적, 경제적으로 만들기 위한 화학 프로세스의 계획 및 제조장치의 설계, 건설, 운전 등에 관한 공학 기술업.",2012-12-19 01:35,Y
81101899,화학공학용역,Chemical engineering services,"화학제품의 제조공정을 능률적, 경제적으로 만들기 위한 각종 화학장치의 설계, 관리, 운용 등에 필요한 기술을 종합적으로 연구하는 용역.",2012-12-19 01:35,Y
811021,해양엔지니어링,Ocean engineering,"해양개발과 관련되는 엔지니어링 용역으로, 해양자원 개발을 위한 공학적 기술 및 기기관련 기술, 해상·해중에서의 일반적인 과학과 공학적 기술 등을 연구하는용역.",2012-12-19 01:35,Y
81102101,해안공학용역,Coastal engineering,"해안의 보전과 개발을 다루는 토목 공학. 해안 재해와 해안 침식을 막기 위한 제방, 호안 따위의 구축과 인공 해변의 조성 방법 따위를 연구하는 용역.",2012-12-19 01:35,Y
811022,수송엔지니어링,Transportation engineering,"기차나 자동차, 배, 항공기 따위로 사람이나 물건을 운송하는 기술.",2012-12-19 01:35,Y
81102201,교통공학관련용역,Traffic and transportation engineering,"교통의 안정성, 편리성, 경제성을 높이기 위한 교통공학의 기술적인 면을 연구하는 용역.",2012-12-19 01:35,Y
811023,항공엔지니어링,Aeronautical engineering,"항공기 등의 기계를 이용한 비행이나, 항공 산업과 관련되는 기술.",2012-12-19 01:35,Y
81102399,항공공학용역,Aeronautical engineering services,항공기의 개발 제작 및 운용을 위하여 필요한 항공공학의 이론과 경험을 바탕으로 한 용역.,2012-12-19 01:35,Y
8111,컴퓨터업,Computer services,"컴퓨터 하드웨어, 소프트웨어 및 통신기술을 통합하는 컴퓨터시스템을 기획 및 설계하는 업으로, 소프트웨어 개발, 전산기기 유지정비, 소프트웨어 및 하드웨어전산용역, 자료처리 및 데이터베이스구축용역, 통신장비 판매 및 유지·보수용역, 정보검색 시스템 구축용역, 데이터가공 및 제공용역, 인터넷 서비스 등과관련된 용역이 이에 속함.",2012-12-19 01:35,Y
811115,소프트웨어엔지니어링업,Software or hardware engineering,"범용성 및 주문형 컴퓨터 소프트웨어에 관하여 자문, 제작 및 공급을 수행하는 산업활동으로 컴퓨터 소프트웨어의 계획, 개발, 검사, 보수, 유지관리 등을위한 기술과 그것을 연구하는 분야의 용역.",2012-12-19 01:35,Y
81111599,소프트및하드웨어공학용역,Software or hardware engineering services,사용목적에 부합되게 컴퓨터시스템의 소프트와 하드웨어를 설계 및 제작하는 공학의 이론과 경험을 바탕으로 한 용역.,2012-12-19 01:35,Y
811116,컴퓨터프로그래머지원업,Computer programmers,컴퓨터 프로그램의 논리나 알고리즘을 설계하고 프로그램을 작성하고 테스트하는 것을 지지하여 돕는 업.,2012-12-19 01:35,Y
81111612,프로그래밍및언어관련용역,Programming or proprietary languages,자바나 비주얼베이직 등의 프로그래밍 언어를 이용하여 필요한 프로그램을 제작하는 용역.,2012-12-19 01:35,Y
811117,경영정보시스템,Management information systems mis,"기업 경영에서 의사결정의 유효성을 높이기 위하여, 경영 내외의 관련 정보를 필요에 따라 즉각적으로, 그리고 대량으로 수집·전달·처리·저장·이용할 수 있도록 경영정보 데이터베이스 시스템의 구축과 관련한 개발용역.",2012-12-19 01:35,Y
81111799,통신망및데이터베이스설계용역,Network communications and database design,여러 사람에 의해 공유되어 사용될 목적으로 통합 관리되는 데이터베이스와 데이터베이스의 자료를 주고 받을 수 있는 통신망의 설계와 관련된 용역.,2012-12-19 01:35,Y
811118,시스템관리,System and system component administration services,"조직 내의 컴퓨터 시스템을 관리하기 위해, 소프트웨어 배포 및 업그레이드, 사용자정보 관리, 버전 관리, 백업 및 복구, 프린터 스풀링, 작업일정 관리,바이러스 예방, 성능 및 처리용량 계획 등과 같은 기능의 전부 또는 일부를 수행하는 소프트웨어의 관리용역.",2012-12-19 01:35,Y
81111801,컴퓨터네트워크또는인터넷보안체계,Computer or network or internet security,"컴퓨터, 네트워크, 인터넷 등 컴퓨터 관련 시스템의 보안과 관련된 용역.",2012-12-19 01:35,Y
81111809,컴퓨터시스템설치,System installation service,컴퓨터하드웨어나 프로그램을 설치하고 주변기기인 입출력장치 등을 설치하는 용역.,2012-12-19 01:35,Y
81111899,시스템관리용역,System administrators services,"기 구축된 컴퓨터시스템의 소프트웨어와 하드웨어를 관리하는 용역으로, 데이터 및 시스템의 분석 하드웨어 유지·보수 등의 용역이 이에 속함.",2012-12-19 01:35,Y
811119,정보검색시스템,Information retrieval systems,"정보 수요자가 필요하다고 예측되는 정보나 데이터를 미리 수집, 가공, 처리하여 찾기 쉬은 형태로 축적해 놓은 데이터 베이스로부터 요구에 적합한 정보를 신속하게 찾아내어 정보 요구자에게 제공하는 시스템 개발과 관련한 용역.",2012-12-19 01:35,Y
81111901,데이터베이스정보검색관련용역,Database information retrieval,온라인이나 오프라인 상의 데이터베이스에서 필요한 정보를 검색하는 용역.,2012-12-19 01:35,Y
811120,데이터서비스,Data services,1차 자료를 수집 및 조합하여 일정 포맷에 따라 가공된 정보를 컴퓨터에 수록할 수 있도록 정보 등을 분석·가공한 후 데이터베이스화하여 관련 산업 및 기관등 수요자에게 통신망을 통하여 정보를 실시간으로 제공하기 위한 일련의 데이터가공 및 제공 용역.,2012-12-19 01:35,Y
81112099,데이터관리용역,Data managment services,"데이터베이스의 데이터를 관리하는 용역으로, 데이터의 가공 및 복구, 저장 등의 용역이 이에 속함.",2012-12-19 01:35,Y
811121,인터넷서비스,Internet services,"인터넷이라는 정보통신 인프라스트럭처를 활용한 비즈니스로, 인터넷 서비스 공급자, 전자우편 서비스공급자, 웹검색엔진 공급자, 웹사이트 운영서비스, 응용서비스 공급자 등과 같은 용역이 이에 속함.",2012-12-19 01:35,Y
81112199,인터넷지원용역,Internet support services,"인터넷서비스가 원활히 되도록 지원하는 용역으로, 웹검색엔진 공급, 웹디자인, 도메인계정의 관리 등의 용역이 이에 속함.",2012-12-19 01:35,Y
811122,소프트웨어유지및지원,Software maintenance and support,"개발이 완료되어 사용 중에 있는 소프트웨어를 환경적응, 오류수정, 성능향상 등을 위하여 계속하여 수정, 보완하는 유지·보수, 지원과 관련된 용역.",2012-12-19 01:35,Y
81112299,소프트웨어유지및지원서비스,Software maintenance and support services,"사용중인 소프트웨어를 유지하고 업그레이드를 지원하는 용역으로, 사용료를 관리하거나 업그레이드펫치의 공급 등과 같은 용역이 이에 속함.",2012-12-19 01:35,Y
811123,컴퓨터하드웨어유지보수및지원,Computer hardware maintenance and support,컴퓨터하드웨어나 프로그램을 설치하고 주변기기인 입출력 장치 등을 유지·보수하는 용역.,2012-12-19 01:35,Y
81112399,컴퓨터및주변기기유지보수,Maintenance and repair of computer equipment and components,컴퓨터하드웨어나 프로그램을 설치하고 주변기기인 입출력장치 등을 유지·보수하는 용역.,2012-12-19 01:35,Y
8112,경제학,Economics,"경제, 경영, 금융 등 경제생활의 여러 측면을 연구하여 그 이면에 흐르는 논리를 밝혀내고, 그에 따라 경제문제를 해결하는 방법을 연구하고 개발하는 용역.",2012-12-19 01:35,Y
811215,경제분석,Economic analysis,"국제 경제시장의 조사분석을 통한 사업타당성 조사연구, 국내 경제동향의 조사분석 및 예측에 관련된 연구, 경제발전 관련사업의 분석, 진단 및 자문 등과 관련한 용역.",2012-12-19 01:35,Y
81121599,경제분석및예측,Economic analysis and forecasts,"경제학에 대한 전문지식을 바탕으로 미시 또는 거시의 경제문제를 과학적, 기능적으로 분석하거나 예측하는 용역.",2012-12-19 01:35,Y
811216,통화제도쟁점,Monetary systems and issues,통화의 발행 및 유통을 국가가 규제하는 제도를 연구하고 이와 관련한 문제점들을 서로 논쟁하고 연구하는 업.,2012-12-19 01:35,Y
81121601,통화정책관련용역,Monetary policy,"이자율이나 통화량의 관리를 통하여 경제활동에 영향을 주려는 통화정책 관련 용역으로, 외환관리 및 통화유동성 분석 등도 이에 속함.",2012-12-19 01:35,Y
8113,통계학,Statistics,"집단현상을 수량적으로 관찰하고, 분석하는 방법을 연구하는 분야의 업.",2012-12-19 01:35,Y
811315,방법론및분석,Methodology and analysis,"어떤 대상을 연구하는 방법을 다루는 이론 및 어떠한 개념이나 시스템 전체를 구성하고 있는 것을 각 요소로 분해하여, 요소 사이의 기능적 관계를 일관성 있고 체계적인 절차에 따라 조사 또는 연구하는 용역.",2012-12-19 01:35,Y
81131599,통계기법관련용역,Statistics methodology,모집단의 현상을 적절히 표현할 수 있는 통계의 분석기법에 관련된 용역.,2012-12-19 01:35,Y
8114,제조기술,Manufacturing technologies,"제조 기술의 설계 및 제조 부문, 기술관리에 대한 용역으로서, 여기에는 품질 관리, 공급망 관리, 생산 계획 및 통제, 시설 관리 등이 이에 속함.",2012-12-19 01:35,Y
811415,품질관리,Quality control,과학적 원리를 응용하여 제품 품질의 유지·향상을 기하기 위한 관리분야.,2012-12-19 01:35,Y
81141599,품질관리관련용역,Quality control service,"제품의 품질을 높이고 불량률을 낮추기 위해 원료와 제품을 검사하고 규격화하는 용역으로, 여기에는 자재, 장비검사, 생산 표준개발 등의 일이 이에 속함.",2012-12-19 01:35,Y
811416,공급망관리,Supply chain management,"제품생산을 위한 프로세스를 부품 조달에서 생산계획, 납품, 재고관리 등을 효율적으로 처리할 수 있는 관리 시스템.",2012-12-19 01:35,Y
81141699,공급망관리용역,Supply chain management service,"제품의 운송 비용을 줄이고 시간을 단축시키기 위한 공급망과 관련된 용역으로, 수송기반, 병참, 경로 분석 등의 일이 이에 속함.",2012-12-19 01:35,Y
811417,생산계획및통제,Production planning and control,경영목적 수행과정의 기본적 직능(조달·생산·판매)의 하나인 생산의 여러 활동을 계획하고 통제하는 업.,2012-12-19 01:35,Y
81141799,생산계획및조정용역,Production planning and control service,"제품의 경쟁력을 확보하고 납기를 준수하기 위한 생산계획 및 생산량의 조정과 관련된 용역으로, 이를 위한 생산의 통계자료수집 및 분석 용역도 이에 속함.",2012-12-19 01:35,Y
811418,시설관리,Facilities management,"해당 건축물 내 건축, 기계, 전기, 소방, 위생 등에 관한 일체의 설비장치를 운영하면서 정기적으로 점검·관리하고 필요 시 긴급보수 등의 업무를 수행하는용역.",2012-12-19 01:35,Y
81141801,안전또는위험분석용역,Safety or risk analysis,"시설물, 설비 등에 대한 안전 또는 위험 요인의 조사·분석과 관련된 용역.",2012-12-19 01:35,Y
81141899,생산설비관리용역,Facilities management service,"제품의 생산에 지장이 없도록 생산설비를 관리하는 용역으로, 설비를 검사하고 정비하며, 생산설비의 안전 및 소음의 관리도 이에 속함.",2012-12-19 01:35,Y
8115,지구과학서비스,Earth science services,"지구를 중심으로 하고 그 주변의 자연을 대상으로 연구하는 연구용역으로, 여기에는 지구과학 외에도 천문학, 기상학, 해양학 등이 이에 속함.",2012-12-19 01:35,Y
811515,기상학,Meteorology,"대기의 상태와 대기에서 일어나는 물리적 현상과 과정들을 연구하는 학문으로, 대기의 물리학, 화학 그리고 유체역학 뿐만 아니라 지표면, 해양 및 생물이 대기에 미치는 영향 등을 조사·연구하는 용역.",2012-12-19 01:35,Y
81151502,기상학적서비스,Meteorological services,"대기 중에서 일어나는 여러 가지 기상학적 물리현상에 대한 전문적인 지식을 바탕으로 한 기술적 용역으로, 기후 및 기상정보, 수문기상학 등에 관한 용역이이에 속함.",2012-12-19 01:35,Y
811516,지도작성법,Cartography,지도 제작과 관련한 과학 및 기술 서비스를 제공하는 업.,2012-12-19 01:35,Y
81151699,지도작성관련용역,Cartographic services,"지도 작성을 위한 측량과 제작기법에 대한 전문적인 지식을 바탕으로 한 기술적 용역으로, 사진측량, 토지측량 및 판독 등에 관한 용역이 이에 속함.",2012-12-19 01:35,Y
811517,지질학,Geology,"지구 표층부의 광물암석학적인 조성, 지각의 구조, 지각의 변화 과정, 과거에 살던 고생물 등을 조사, 연구하는 자연과학의 한 기술분야.",2012-12-19 01:35,Y
81151799,지질관련용역,Geological relevent services,"지각의 구조 및 특성, 성인, 암석을 구성하는 광물에 대한 전문적인 지식을 바탕으로 한 기술적 용역으로, 지질탐사, 지질사진촬영 및 판독 등에 관한 용역이 이에 속함.",2012-12-19 01:35,Y
811518,해양학및수문학,Oceanography and hydrology,해양의 자연현상을 연구하는 학문의 한 기술분야 및 육수의 기원·분포·순환·특성 등을 연구대상으로 하는 과학기술 분야.,2012-12-19 01:35,Y
81151899,해양학및수문관련용역,Oceanographic and hydrological services,"해수의 운동과 물성 등의 자연현상인 해양학적 전문지식이나 호소, 지하수 등의 육지 안에 존재하는 물의 분포 및 순환 특성 등에 대한 수문학적 전문지식을바탕으로 한 기술적 용역으로, 이와 관련된 기후 및 기상정보, 수문기상 등에 관한 용역이 이에 속함.",2012-12-19 01:35,Y
811519,지구물리학,Geophysics,"지구의 내·외부에서 일어나는 모든 현상과 물성을 규명하고, 물질의 분포상태를 물리학적 방법으로 연구하는 기술분야.",2012-12-19 01:35,Y
81151999,지구물리관련용역,Geophysical services,"지구의 대기 및 내부구조의 물리학적 전문지식을 바탕으로 한 기술적 용역으로, 지구의 자전 및 공전, 지구의 천문학적 관측 및 탐사 등이 이에 속함.",2012-12-19 01:35,Y
82,편집디자인그래픽및예술관련서비스,Editorial and Design and Graphic and Fine Art Services,"그래픽 및 예술작품 뿐만 아니라 방송매체에서의 편집, 광고, 디자인, 홍보와 관련된 용역이 이에 속함.",2012-12-19 01:35,Y
8210,광고,Advertising,"기업이나 개인, 단체가 상품, 서비스, 이념, 신조, 정책 등을 세상에 알려 소기의 목적을 거두기 위해 투자하는 정보활동 분야의 업.",2012-12-19 01:35,Y
821015,인쇄물광고,Print advertising,신문·도서 등 인쇄된 물건을 통해 광고 업무를 수행하는 업.,2012-12-19 01:35,Y
82101598,인쇄광고용역,Print advertising services,"기업이나 개인, 단체가 상품, 서비스, 이념, 정책 등을 인쇄물을 통해 홍보하는 광고 관련 용역.",2012-12-19 01:35,Y
821016,방송광고,Broadcast advertising,"전파매체, 즉 텔레비전, 신문, 영화, 출판물 등을 통해 소유자를 대리하여 광고시간 또는 지면을 판매하거나, 광고매체로부터 광고시간 또는 지면을 구입하여광고대행사 또는 광고주에게 직접 재판매하는 업.",2012-12-19 01:35,Y
82101699,방송광고용역,Broadcast advertising services,"기업이나 개인, 단체가 상품, 서비스, 이념, 정책 등을 방송을 매체로 하여 홍보하는 광고 관련 용역.",2012-12-19 01:35,Y
821017,공중광고,Aerial advertising,비행기의 유색 연막을 이용하여 바람이 없는 날 공중에 광고문자를 그리는 선전방법 및 야간에 투광기를 이용하여 구름에 광고문자나 상품의 형체를 투영하는 전문업.,2012-12-19 01:35,Y
